15452	10
15455	33
15460	17
15478	21
15503	15
15538	22
15603	14
15639	46
15668	10
15713	11
15835	23
15862	17
15874	11
15888	16
15903	12
15955	18
15981	22
16020	39
16028	11
16042	11
16049	20
16061	19
16113	14
16127	15
16147	22
16151	30
16168	67
16171	13
16224	10
16244	20
16276	29
16278	23
16286	12
16290	23
16319	12
16329	12
16375	11
16405	28
16442	25
16443	12
16446	51
16472	11
16477	18
16492	11
16499	15
16528	18
16536	13
16553	10
16599	16
16600	12
16612	12
16619	11
16623	12
16625	12
16638	10
16644	10
16670	11
16734	12
16741	44
16760	11
16770	25
16830	17
16845	17
16858	13
16882	11
16912	12
16935	10
16941	37
16943	67
16962	13
16989	21
17043	13
17078	10
17103	31
17110	11
17141	17
17183	49
17198	31
17222	24
17230	12
17287	12
17290	11
17325	14
17331	12
17393	22
17441	11
17448	11
17451	11
17475	12
17571	14
17641	15
17720	11
17735	16
17743	15
17756	18
17794	40
17802	16
17810	26
17818	210
17903	14
17929	10
17987	26
18039	25
18073	17
18074	10
18086	13
18124	19
18134	19
18160	36
18162	17
18164	42
18168	13
18173	17
18199	12
18220	31
18273	24
18288	23
18336	14
18359	11
18369	15
18392	16
18399	14
18448	76
18459	28
18509	29
18516	10
18550	37
18583	24
18599	56
18623	15
18627	25
18649	20
18650	12
18664	16
18685	18
18698	15
18702	13
18740	20
18760	21
18828	23
18842	10
18848	14
18905	10
18912	26
18917	10
18920	20
18942	10
18944	18
18957	14
19063	10
19070	19
19080	10
19097	12
19118	10
19157	15
19175	10
19182	36
19189	18
19204	14
19234	11
19235	19
19243	16
19250	10
19252	11
19253	15
19278	22
19322	12
19337	15
19344	17
19348	12
19349	15
19372	10
19404	10
19408	10
19445	22
19446	11
19482	30
19522	15
19535	18
19536	29
19569	30
19570	16
19632	13
19659	11
19728	17
19768	14
19783	12
19848	19
19855	10
19893	38
19979	13
20097	50
20123	13
20132	13
20147	12
20163	15
20184	16
20206	12
20219	10
20228	12
20254	20
20263	10
20295	13
20303	10
20312	11
20356	19
20372	19
20373	22
20374	11
20429	15
20486	16
20488	13
20531	18
20532	21
20537	10
20552	14
20553	61
20563	10
20587	27
20606	14
20623	27
20636	33
20647	30
20654	24
20666	13
20755	10
20776	12
20810	20
20816	12
20917	23
20951	25
21011	14
21056	10
21098	66
21144	12
21152	12
21157	15
21162	14
21181	10
21197	16
21199	12
21235	20
21254	12
21275	14
21279	30
21341	12
21396	22
21494	14
21496	17
21637	29
21715	13
